lg	pos	pc	chi_squared	neg_log_p_value
scaffold4	3040414	PC9	29.6146297454834	16.758543428032166
scaffold4	3040429	PC9	27.5198040008545	15.67665783513863
scaffold4	3040511	PC9	26.5206489562988	15.159756777440794
scaffold4	3040526	PC9	31.1680164337158	17.559340925672583
scaffold4	3040551	PC9	29.6381664276123	16.770685838150264
scaffold4	3040678	PC9	30.9694309234619	17.457030975929378
scaffold4	3040926	PC9	29.3277320861816	16.610512172105974
scaffold4	3041013	PC9	29.3290214538574	16.611177545069374
scaffold4	3041023	PC9	30.2274589538574	17.0746072721972
scaffold4	3041036	PC9	28.8052940368652	16.340838639627474
scaffold4	3041274	PC9	27.5449104309082	15.689638672171451
scaffold4	3041302	PC9	29.2200469970703	16.55493869478852
scaffold4	3041314	PC9	30.8649406433105	17.403190898388406
scaffold4	3041379	PC9	29.0659885406494	16.47542261274146
scaffold4	3041546	PC9	31.5080451965332	17.734479427146034
scaffold4	3041551	PC9	32.1927452087402	18.086990337929315
scaffold4	3041581	PC9	26.0237846374512	14.90247986961491
scaffold4	3041603	PC9	34.9764785766602	19.51815680496969
scaffold4	3041626	PC9	34.411979675293	19.228184649340417
scaffold4	3041648	PC9	37.5700798034668	20.84897769769243
scaffold4	3041686	PC9	36.502613067627	20.301522468062203
scaffold4	3041699	PC9	36.6909065246582	20.398117190740273
scaffold4	3041735	PC9	38.8062057495117	21.482472700042507
scaffold4	3041804	PC9	37.1885681152344	20.653360961848122
scaffold4	3041860	PC9	34.8819236755371	19.469594084725845
scaffold4	3041865	PC9	33.4769744873047	18.747621215242035
scaffold4	3041870	PC9	35.0951652526855	19.57910872124641
scaffold4	3041895	PC9	30.5585155487061	17.245271400864418
scaffold4	3041940	PC9	28.0602245330811	15.955992495171602
scaffold4	3041971	PC9	29.3042049407959	16.598370936726482
scaffold4	3042198	PC9	30.3744125366211	17.150370364091394
scaffold4	3042217	PC9	29.7719535827637	16.839700376914305
scaffold4	3042565	PC9	39.4525489807129	21.813527051768055
scaffold4	3042599	PC9	29.4862518310547	16.69230918950961
scaffold4	3044309	PC9	30.526969909668	17.229011477703406
scaffold4	3044705	PC9	27.3812770843506	15.605028302800493
scaffold4	3045637	PC9	34.127124786377	19.08181430154378
scaffold4	3047083	PC9	27.6646251678467	15.751530024434235
scaffold4	3047401	PC9	41.8272972106934	23.028838474738347
scaffold4	3047504	PC9	32.0769577026367	18.027392809416998
scaffold4	3047702	PC9	38.2031402587891	21.173470761673812
scaffold4	3048238	PC9	27.6464500427246	15.74213419707644
scaffold4	3048722	PC9	36.8190536499023	20.4638499726595
scaffold4	3049240	PC9	32.7950325012207	18.396903648789788
scaffold4	3049471	PC9	40.983585357666	22.597235268317093
scaffold4	3052401	PC9	26.1240425109863	14.954406227095708
scaffold4	3053690	PC9	28.1251449584961	15.989537640006976
scaffold4	3054566	PC9	27.2276821136475	15.525594149912456
scaffold4	3069236	PC9	25.4765377044678	14.618929145236914
scaffold4	3069239	PC9	26.0741119384766	14.928546599147987
scaffold4	3069396	PC9	25.237434387207	14.49497703910353
scaffold4	3082486	PC9	26.5745620727539	15.187663655358229
scaffold4	3573565	PC7	31.8443775177002	17.90766265164702
scaffold4	3575484	PC7	26.2951126098633	15.04299329225267
scaffold4	3575561	PC7	26.4316654205322	15.113692523950446
scaffold4	3576736	PC7	35.6690216064453	19.87374210771252
scaffold4	3577305	PC7	25.388578414917	14.573335227948075
scaffold4	3578110	PC7	29.2684593200684	16.579923783005462
scaffold4	3578695	PC7	25.380464553833	14.569129123320142
scaffold4	3578717	PC7	30.2631053924561	17.092986044033562
scaffold4	3583393	PC7	25.4376316070557	14.598762719135078
scaffold4	3583457	PC7	29.5720329284668	16.736567310178405
scaffold4	3583589	PC7	27.5589237213135	15.696883836652177
scaffold4	3583771	PC7	34.0139846801758	19.023669465570055
scaffold4	3583960	PC7	27.2407722473145	15.532364472402126
scaffold4	3584246	PC7	28.1706962585449	16.013073121289647
scaffold4	3584531	PC7	26.2468318939209	15.017993467054499
scaffold4	3584958	PC7	30.3612194061279	17.143568969489145
scaffold4	3584993	PC7	34.0272483825684	19.03048618922222
scaffold4	3585049	PC7	35.3368148803711	19.703192729830583
scaffold4	3585053	PC7	31.3372001647949	17.646488923033225
scaffold4	3585214	PC7	29.2968463897705	16.594573482906217
scaffold4	3585675	PC7	29.0229873657227	16.453225664567793
scaffold4	3585697	PC7	31.7068862915039	17.83687218555559
scaffold4	3585785	PC7	31.6193161010742	17.791780307355797
scaffold4	3585896	PC7	37.6674842834473	20.89891352058437
scaffold4	3588256	PC7	31.5452003479004	17.753613733032932
scaffold4	3588398	PC7	31.9051666259766	17.938958627431745
scaffold4	3588503	PC7	31.5155487060547	17.738343665819546
scaffold4	3588602	PC7	27.3959789276123	15.612630869970687
scaffold4	3589203	PC7	30.8643245697021	17.40287344318305
scaffold4	3589213	PC7	30.7507572174072	17.344350429555867
scaffold4	3589401	PC7	36.4404640197754	20.26963726699332
scaffold4	3589434	PC7	36.1423072814941	20.116651296708447
scaffold4	3589480	PC7	35.0583801269531	19.560218165765786
scaffold4	3589652	PC7	32.7637405395508	18.38080582440325
scaffold4	3589687	PC7	31.5628986358643	17.762727851312636
scaffold4	3589748	PC7	30.4297695159912	17.178907381794186
scaffold4	3589769	PC7	30.4592399597168	17.194099055927325
scaffold4	3589913	PC7	31.4592666625977	17.709358316131087
scaffold4	3589935	PC7	30.9259662628174	17.434635820590874
scaffold4	3589979	PC7	32.5261306762695	18.25855643056746
scaffold4	3590420	PC7	29.1331520080566	16.510090046771154
scaffold4	3590458	PC7	33.1089630126953	18.55837941733993
scaffold4	3590484	PC7	25.6519432067871	14.7098354567886
scaffold4	3591032	PC7	26.7994575500488	15.304056123893599
scaffold4	3591854	PC7	29.2242832183838	16.557125013303004
scaffold4	3592859	PC7	27.6429710388184	15.740335666521998
scaffold4	3592913	PC7	25.2920455932617	14.523291143125396
scaffold4	3593055	PC7	29.6950645446777	16.800038022135794
scaffold4	3593202	PC7	29.8760814666748	16.893408852347214
scaffold4	3593324	PC7	32.2115173339844	18.096652077906175
scaffold4	3593523	PC7	33.6759719848633	18.849928549131374
scaffold4	3594039	PC7	31.9706649780273	17.9726772314456
scaffold4	3594104	PC7	28.8762321472168	16.377464135310905
scaffold4	3594194	PC7	31.4875316619873	17.723915018536147
scaffold4	3594198	PC7	28.283561706543	16.07138354342795
scaffold4	3594796	PC7	27.3515472412109	15.589654117756746
scaffold4	3594855	PC7	31.4147930145264	17.68645329404658
scaffold4	3595145	PC7	35.549976348877	19.812630785321232
scaffold4	3595449	PC7	31.346607208252	17.65133418830713
scaffold4	3595990	PC7	26.427619934082	15.111598172007506
scaffold4	3596049	PC7	37.0397033691406	20.57701897750797
scaffold4	3596112	PC7	38.2378807067871	21.191274394572467
scaffold4	3596234	PC7	35.5731582641602	19.824531516999347
scaffold4	3596237	PC7	34.381706237793	19.21263038153513
scaffold4	3596269	PC7	37.6857452392578	20.90827490549318
scaffold4	3596276	PC7	38.4112701416016	21.280126132472507
scaffold4	3596492	PC7	38.1562538146973	21.149442135717525
scaffold4	3596501	PC7	39.5721664428711	21.87478117007872
scaffold4	3596518	PC7	38.6444511413574	21.399603022392462
scaffold4	3596775	PC7	27.1981239318848	15.510306044745697
scaffold4	3596790	PC7	30.6877174377441	17.311862426296315
scaffold4	3596818	PC7	33.1978416442871	18.60408835253398
scaffold4	3596963	PC7	34.5014419555664	19.27414771033204
scaffold4	3597019	PC7	30.2343902587891	17.07818099960136
scaffold4	3597031	PC7	35.1378326416016	19.601019428417242
scaffold4	3597085	PC7	30.9395656585693	17.441643000986872
scaffold4	3597296	PC7	31.0029525756836	17.474302395498228
scaffold4	3597381	PC7	31.2056827545166	17.578744308421214
scaffold4	3597435	PC7	33.8084564208984	18.91803184537592
scaffold4	3597448	PC7	33.5389556884766	18.77948830037534
scaffold4	3597467	PC7	30.2375583648682	17.07981444051433
scaffold4	3597497	PC7	32.7745056152344	18.38634384404775
scaffold4	3597515	PC7	40.0068168640137	22.097322923784215
scaffold4	3597535	PC7	32.112865447998	18.045875673893114
scaffold4	3597560	PC7	31.3087329864502	17.631826152049346
scaffold4	3597570	PC7	43.5883598327637	23.929120540227498
scaffold4	3597708	PC7	39.7684669494629	21.975294080546707
scaffold4	3597781	PC7	37.0455360412598	20.580010209265808
scaffold4	3597791	PC7	33.1306533813477	18.569534754226726
scaffold4	3598358	PC7	32.5186996459961	18.25473281224975
scaffold4	3598376	PC7	32.8682670593262	18.43457681593748
scaffold4	3598470	PC7	31.934700012207	17.954162670261603
scaffold4	3598494	PC7	29.7758922576904	16.841732017431042
scaffold4	3598527	PC7	35.8643112182617	19.973982099242377
scaffold4	3598556	PC7	34.990364074707	19.525288002657096
scaffold4	3598604	PC7	33.7879486083984	18.907490306831416
scaffold4	3598617	PC7	27.1814842224121	15.5016994124798
scaffold4	3598637	PC7	33.6234664916992	18.82293629689383
scaffold4	3598714	PC7	30.2540168762207	17.088300200535773
scaffold4	3598833	PC7	33.4777679443359	18.748029176006035
scaffold4	3599054	PC7	28.6814880371094	16.276910881980953
scaffold4	3599900	PC7	39.6755790710449	21.927733470334328
scaffold4	3599973	PC7	35.737663269043	19.908976667055867
scaffold4	3599983	PC7	35.1260261535645	19.5949565955877
scaffold4	3600201	PC7	26.9967021942139	15.406112599927582
scaffold4	3600632	PC7	27.124080657959	15.47200703468252
scaffold4	3600861	PC7	25.7797832489014	14.776077375510981
scaffold4	3600953	PC7	33.2117309570312	18.611231119964188
scaffold4	3600958	PC7	33.5476989746094	18.783983458397394
scaffold4	3600970	PC7	35.5106811523438	19.79245771981282
scaffold4	3601242	PC7	31.3156909942627	17.63541009052473
scaffold4	3601273	PC7	31.0773277282715	17.512620967106958
scaffold4	3601278	PC7	26.0835914611816	14.933456278736651
scaffold4	3601290	PC7	30.557975769043	17.244993180278172
scaffold4	3601309	PC7	31.2462825775146	17.59965812316863
scaffold4	3601332	PC7	30.672456741333	17.303997431859912
scaffold4	3601454	PC7	34.0196342468262	19.026573015127944
scaffold4	3601549	PC7	33.6014099121094	18.8115970248286
scaffold4	3601635	PC7	33.131160736084	18.56979567997857
scaffold4	3601639	PC7	33.518383026123	18.76891122299038
scaffold4	3601698	PC7	35.1152954101562	19.589446137987704
scaffold4	3601822	PC7	35.776798248291	19.92906432906876
scaffold4	3601908	PC7	25.64919090271	14.708409196595657
scaffold4	3601924	PC7	27.3752212524414	15.601896694420063
scaffold4	3604291	PC7	29.1684131622314	16.528289674498776
scaffold4	3604441	PC7	31.9298114776611	17.951646038971806
scaffold4	3604518	PC7	27.9572563171387	15.90278274193012
scaffold4	3604544	PC7	27.9745864868164	15.911738682638969
scaffold4	3604566	PC7	27.1760234832764	15.49887489317368
scaffold4	3604570	PC7	27.2796611785889	15.552477540021187
scaffold4	3604668	PC7	33.3245277404785	18.66923551134502
scaffold4	3604674	PC7	33.1729545593262	18.59128962418128
scaffold4	3604686	PC7	35.2613639831543	19.6644519190478
scaffold4	3604784	PC7	25.9958438873291	14.888007413442754
scaffold4	3604794	PC7	29.2302646636963	16.560212027384914
scaffold4	3604833	PC7	28.1809463500977	16.01836898693083
scaffold4	3604878	PC7	29.3109474182129	16.60185043614901
scaffold4	3604892	PC7	28.8315181732178	16.35437853031592
scaffold4	3604904	PC7	26.1946201324463	14.990956465294467
scaffold4	3604917	PC7	25.2032032012939	14.477228256340021
scaffold4	3604921	PC7	26.1167602539062	14.95063476108128
scaffold4	3605104	PC7	25.0477924346924	14.396637980135246
scaffold4	3605306	PC7	29.0130577087402	16.448099897130415
scaffold4	3605314	PC7	27.9629802703857	15.905740803825918
scaffold4	3605356	PC7	28.439998626709	16.152192920367284
scaffold4	3605848	PC7	27.8200225830078	15.83185662874143
scaffold4	3605880	PC7	30.636547088623	17.28549003343018
scaffold4	3605902	PC7	28.3066577911377	16.083314954811073
scaffold4	3605907	PC7	28.6351871490479	16.25300109804538
scaffold4	3605924	PC7	28.7635860443115	16.31930345904356
scaffold4	3606019	PC7	25.9183654785156	14.847873302484162
scaffold4	3606023	PC7	28.9968280792236	16.439721920762082
scaffold4	3606062	PC7	36.8664093017578	20.488139570458145
scaffold4	3606077	PC7	34.2021789550781	19.120383299137693
scaffold4	3606112	PC7	29.7881126403809	16.848035467408046
scaffold4	3606161	PC7	27.6080741882324	15.722294755136495
scaffold4	3606183	PC7	25.121603012085	14.43491550434402
scaffold4	3606225	PC7	25.9109153747559	14.844013913955163
scaffold4	3606232	PC7	27.4848728179932	15.65859667089877
scaffold4	3606611	PC7	25.8852481842041	14.830717221533003
scaffold4	3606651	PC7	25.4577178955078	14.609174290945194
scaffold4	3606715	PC7	30.8601779937744	17.400736753649134
scaffold4	3606724	PC7	30.4564552307129	17.192663576570332
scaffold4	3607432	PC7	27.2560863494873	15.540284919919676
scaffold4	3607456	PC7	29.6085987091064	16.755432012762668
scaffold4	3607461	PC7	30.5457630157471	17.238698276534894
scaffold4	3607487	PC7	31.9517650604248	17.962947732610914
scaffold4	3607582	PC7	33.2691345214844	18.64075086090992
scaffold4	3607607	PC7	29.3652477264404	16.629871607588598
scaffold4	3607717	PC7	33.1801986694336	18.59501509544489
scaffold4	3607747	PC7	33.4085502624512	18.71243973394139
scaffold4	3607800	PC7	35.6728248596191	19.875694388154617
scaffold4	3607953	PC7	25.4735431671143	14.617377005430038
scaffold4	3607976	PC7	27.9461784362793	15.897057790532036
scaffold4	3608021	PC7	35.4380836486816	19.755186595635386
scaffold4	3608135	PC7	31.4356060028076	17.69717260539544
scaffold4	3608256	PC7	31.6389751434326	17.801903492915276
scaffold4	3608367	PC7	26.671070098877	15.237614281111666
scaffold4	3608448	PC7	30.4323787689209	17.180252437148255
scaffold4	3608485	PC7	29.1010971069336	16.493544723039257
scaffold4	3608497	PC7	30.1481018066406	17.0336896836064
scaffold4	3608562	PC7	28.5374393463135	16.202520304832902
scaffold4	3608577	PC7	27.2499351501465	15.537103538981508
scaffold4	3609774	PC7	30.3872318267822	17.156978954361605
scaffold4	3609776	PC7	30.4195442199707	17.173636260326408
scaffold4	3610078	PC7	27.0552978515625	15.436426063582305
scaffold4	3610228	PC7	31.0757694244385	17.51181814758478
scaffold4	3610287	PC7	29.6389961242676	16.771113867306685
scaffold4	3610455	PC7	25.5859222412109	14.675621606215824
scaffold4	3610685	PC7	29.7175216674805	16.811622585983745
scaffold4	3610734	PC7	28.3056468963623	16.082792733647057
scaffold4	3610779	PC7	26.4185314178467	15.106893001498213
scaffold4	3610799	PC7	27.128662109375	15.474376893430437
scaffold4	3610934	PC7	27.236644744873	15.530229706231934
scaffold4	3611060	PC7	27.8706569671631	15.85802709912464
scaffold4	3611073	PC7	31.3334465026855	17.64455552386857
scaffold4	3611190	PC7	35.825569152832	19.954097294507996
scaffold4	3612061	PC7	26.0949935913086	14.939361647363798
scaffold4	3612084	PC7	25.8005142211914	14.786818368716286
scaffold4	3612140	PC7	26.6801414489746	15.242309133218972
scaffold4	3612414	PC7	26.9984741210938	15.40702930657013
scaffold4	3612689	PC7	29.9628791809082	16.938174400176166
scaffold4	3612769	PC7	25.6358737945557	14.701508120835891
scaffold4	3612779	PC7	27.2796821594238	15.552488390469438
scaffold4	3612917	PC7	28.6811447143555	16.2767335933767
scaffold4	3612933	PC7	29.9361362457275	16.924382245835933
scaffold4	3612961	PC7	34.5889282226562	19.31909260700462
scaffold4	3613007	PC7	33.1182022094727	18.563131147092975
scaffold4	3613068	PC7	38.1701164245605	21.156546714950817
scaffold4	3613192	PC7	32.0483589172363	18.012671688414727
scaffold4	3613404	PC7	28.1277503967285	15.990883851837141
scaffold4	3613437	PC7	25.9120178222656	14.844585018804418
scaffold4	3613994	PC7	26.3218307495117	15.056827346203386
scaffold4	3614004	PC7	28.3919410705566	16.127369644868878
scaffold4	3614077	PC7	28.0826301574707	15.967570011606897
scaffold4	3614136	PC7	26.2473278045654	15.01825025780022
scaffold4	3614216	PC7	25.7132263183594	14.741591422115045
scaffold4	3614263	PC7	25.0779781341553	14.412292479752411
scaffold4	3614288	PC7	26.5412330627441	15.17041187885266
scaffold4	3614321	PC7	25.0379428863525	14.391529803083937
scaffold4	3614554	PC7	37.3276863098145	20.724698078898403
scaffold4	3614697	PC7	25.1130466461182	14.43047844131398
scaffold4	3614910	PC7	35.6850509643555	19.88197032294162
scaffold4	3615169	PC7	35.9944152832031	20.040755649380593
scaffold4	3615246	PC7	34.8678817749023	19.46238199093739
scaffold4	3615311	PC7	27.0860137939453	15.452315605117269
scaffold4	3615501	PC7	28.0690383911133	15.960546857955855
scaffold4	3615838	PC7	28.3720245361328	16.11708174156429
scaffold4	3615892	PC7	25.5182018280029	14.64052402167232
scaffold4	3615909	PC7	27.1297664642334	15.47494814400045
scaffold4	3616092	PC7	28.1144599914551	15.984016755594324
scaffold4	3625451	PC7	28.0698928833008	15.960988394680358
scaffold4	3628514	PC7	28.3151187896729	16.08768582319861
scaffold4	3633709	PC7	30.2154979705811	17.068440229989218
scaffold4	3634110	PC7	30.4754848480225	17.202472928652654
scaffold4	3642948	PC7	36.3196754455566	20.207663652981637
scaffold4	3643902	PC7	36.8442039489746	20.476750164921576
scaffold4	3646733	PC7	30.4438495635986	17.186165536015505
scaffold4	3650238	PC7	26.235408782959	15.012078346098033
scaffold4	3650329	PC7	30.8906135559082	17.41641970001419
scaffold4	3657508	PC7	28.4086380004883	16.135994290666485
scaffold4	3658004	PC7	29.5083198547363	16.703695381419926
scaffold4	3660554	PC7	26.5942192077637	15.197838265600156
scaffold4	3660558	PC7	31.0613861083984	17.50440795507984
scaffold4	3661568	PC7	26.5088233947754	15.153635305940831
scaffold4	3664713	PC7	28.4080371856689	16.135683948795414
scaffold4	3670906	PC7	25.9965915679932	14.888394695876242
scaffold4	3673824	PC7	28.668737411499	16.27032657253579
scaffold4	3676842	PC7	29.6709079742432	16.787576506549016
scaffold4	3677222	PC7	32.5065498352051	18.248481102683076
scaffold4	3687540	PC7	27.3061790466309	15.566191869533641
scaffold4	3687627	PC7	29.388578414917	16.641910726721765
scaffold4	3687818	PC7	30.7035617828369	17.32002810031063
scaffold4	3693298	PC7	25.58864402771	14.677032167233074
scaffold4	3693343	PC7	30.7958087921143	17.36756693150622
scaffold4	3701971	PC7	29.1416320800781	16.514466994262893
scaffold4	3702915	PC7	27.2729568481445	15.549010173713944
scaffold4	3709554	PC7	25.5860424041748	14.675683880497118
scaffold4	3710026	PC7	32.5507011413574	18.27119895667981
scaffold4	3713883	PC7	25.4124279022217	14.585698187609257
scaffold4	3714024	PC7	26.7658615112305	15.286670805203736
scaffold4	3718058	PC7	31.3374195098877	17.646601905189947
scaffold4	3719459	PC7	26.9134578704834	15.363043993364059
scaffold4	3724975	PC7	27.6483478546143	15.743115299956512
scaffold4	3725138	PC7	28.2568836212158	16.05760130708694
scaffold4	3725541	PC7	26.3492259979248	15.071011521201946
scaffold4	3725574	PC7	29.9247398376465	16.91850465991376
scaffold4	3727404	PC7	25.6115894317627	14.688923385060486
scaffold4	3728368	PC7	27.0237579345703	15.42010968343535
scaffold4	3729191	PC7	25.1804714202881	14.46544143958651
scaffold4	3729344	PC7	26.4154529571533	15.105299255078263
scaffold4	3730991	PC7	34.0584449768066	19.046519047345146
scaffold4	3731186	PC7	25.9058284759521	14.841378718947235
scaffold4	3731583	PC7	25.519100189209	14.64098963704698
scaffold4	3739041	PC7	26.0002384185791	14.890283680076491
scaffold4	3740335	PC7	24.9920921325684	14.367749772937827
scaffold4	3740377	PC7	28.8400688171387	16.358793268275186
scaffold4	3740869	PC7	25.6657543182373	14.716992380430623
scaffold4	3742976	PC7	27.1339206695557	15.477096986570144
scaffold4	3753351	PC7	26.2953453063965	15.043113779255032
scaffold4	3760553	PC7	29.2478179931641	16.569271162366316
scaffold4	3761337	PC7	27.8922634124756	15.869193983890266
scaffold4	3761529	PC7	28.3018779754639	16.080845731501668
scaffold4	3764812	PC7	31.1166400909424	17.5328739214385
scaffold4	3764986	PC7	26.4204730987549	15.107898224063812
scaffold4	3765002	PC7	27.8757400512695	15.860654219795403
scaffold4	3765683	PC7	26.6153144836426	15.208756995368164
scaffold4	3766594	PC7	27.8273506164551	15.83564422689237
scaffold4	3766700	PC7	27.278694152832	15.551977412084343
scaffold4	3766743	PC7	25.1476364135742	14.448415297686651
scaffold4	3766968	PC7	25.8796310424805	14.827807246740246
scaffold4	3767013	PC7	25.9342174530029	14.856085004187186
scaffold4	3767046	PC7	31.7015171051025	17.834107570764843
scaffold4	3767762	PC7	25.1057643890381	14.426702051159834
scaffold4	3767795	PC7	25.604434967041	14.685215695589818
scaffold4	3768038	PC7	26.8112335205078	15.310149803220176
scaffold4	3768574	PC7	26.070161819458	14.926500717662439
scaffold4	3768658	PC7	26.1684226989746	14.977389897830411
scaffold4	3768724	PC7	25.3119068145752	14.53358802274911
scaffold4	3769008	PC7	29.7774562835693	16.842538768852236
scaffold4	3769912	PC7	35.5495681762695	19.812421258822216
scaffold4	3769933	PC7	27.5319271087646	15.682925920290202
scaffold4	3770000	PC7	27.1287975311279	15.474446943498258
scaffold4	3770109	PC7	31.1126518249512	17.530819279221923
scaffold4	3771191	PC7	25.5171737670898	14.639991182791011
scaffold4	3771297	PC7	26.0760936737061	14.929572993513919
scaffold4	3771496	PC7	29.0465526580811	16.465390048184922
scaffold4	3771618	PC7	39.299732208252	21.735266231667083
scaffold4	3771724	PC7	37.2272644042969	20.673204294465464
scaffold4	3772014	PC7	30.7084808349609	17.322563199187012
scaffold4	3772095	PC7	25.1969394683838	14.47398043945291
scaffold4	3772549	PC7	25.7803173065186	14.776354081546632
scaffold4	3772574	PC7	30.0190696716309	16.967152407273947
scaffold4	3772583	PC7	30.6041870117188	17.26881151571178
scaffold4	3772628	PC7	30.4107208251953	17.16908777798663
scaffold4	3773181	PC7	25.4755878448486	14.618436811166351
scaffold4	3773469	PC7	31.0136337280273	17.479805554718485
scaffold4	3773590	PC7	34.4819526672363	19.264134946531527
scaffold4	3774204	PC7	25.3051815032959	14.53010137306991
scaffold4	3774232	PC7	31.9776954650879	17.976296417699
scaffold4	3774354	PC7	28.7319850921631	16.302986247055152
scaffold4	3778964	PC7	25.5140609741211	14.638377833525295
scaffold4	3779960	PC7	26.1670532226562	14.976680690459458
scaffold4	3780079	PC7	26.1797657012939	14.983264023757512
scaffold4	3780137	PC7	25.5788459777832	14.671954322163534
scaffold4	3781306	PC7	27.7962112426758	15.819549188819007
scaffold4	3781331	PC7	26.1905155181885	14.988830884688145
scaffold4	3782409	PC7	26.7165241241455	15.261138375139065
scaffold4	3782490	PC7	29.6019916534424	16.75202340746436
scaffold4	3782581	PC7	25.1424579620361	14.44573001458376
scaffold4	3783241	PC7	25.8788414001465	14.827398168627848
scaffold4	3783986	PC7	25.4244995117188	14.591955651537049
scaffold4	3784352	PC7	26.3052711486816	15.048253209575973
scaffold4	3784397	PC7	29.6730136871338	16.78866278198539
scaffold4	3784436	PC7	26.3994312286377	15.097004567522983
scaffold4	3784505	PC7	26.82932472229	15.319511242742033
scaffold4	3784614	PC7	26.3043575286865	15.047780155470784
scaffold4	3784789	PC7	33.572925567627	18.796952954899538
scaffold4	3785390	PC7	25.8376712799072	14.806069226894104
scaffold4	3785415	PC7	27.07737159729	15.447845002302472
scaffold4	3785465	PC7	33.5677642822266	18.79429945959184
scaffold4	3785566	PC7	25.2119102478027	14.48174291422781
scaffold4	3785578	PC7	25.6075687408447	14.686839729190279
scaffold4	3785585	PC7	25.7558002471924	14.763651108714763
scaffold4	3785614	PC7	29.0482635498047	16.466273197592496
scaffold4	3785690	PC7	28.4309692382812	16.147529047344207
scaffold4	3785726	PC7	30.1579780578613	17.03878217493745
scaffold4	3785764	PC7	28.5597724914551	16.21405447336487
scaffold4	3785871	PC7	25.5081939697266	14.635336968770437
scaffold4	3785884	PC7	25.4608764648438	14.610811485848666
scaffold4	3785991	PC7	30.0475273132324	16.981827704972062
scaffold4	3786028	PC7	26.9873237609863	15.401260634551619
scaffold4	3786035	PC7	28.7669372558594	16.32103383178232
scaffold4	3803172	PC7	26.0588855743408	14.92066036649898
scaffold4	3803503	PC7	26.1009120941162	14.94242691352809
scaffold4	3803522	PC7	25.2312335968018	14.491762004789955
scaffold4	3805321	PC7	38.9185638427734	21.54003105699948
scaffold4	3805720	PC7	26.6004810333252	15.20107936060059
scaffold4	3805754	PC7	25.9424819946289	14.860366169240596
scaffold4	3805937	PC7	26.4179725646973	15.10660367870354
scaffold4	3806069	PC7	27.191707611084	15.506987321679903
scaffold4	4021621	PC7	27.0110244750977	15.413522179506435
scaffold4	4021662	PC7	27.8709888458252	15.858198626655986
scaffold4	4022627	PC7	32.1189002990723	18.0489819500138
scaffold4	4022704	PC7	33.4057731628418	18.711011796963668
scaffold4	4022758	PC7	38.7655906677246	21.461665498720137
scaffold4	4022844	PC7	29.1447620391846	16.51608249935589
scaffold4	4022997	PC7	33.3226203918457	18.66825471987528
scaffold4	4023059	PC7	37.4811477661133	20.80338284958277
scaffold4	4023264	PC7	32.8244972229004	18.41206109762579
scaffold4	4023581	PC7	31.0700263977051	17.50885938825031
scaffold4	4023967	PC7	38.7906951904297	21.47452657028422
scaffold4	4023981	PC7	27.5298156738281	15.681834237781976
scaffold4	4024035	PC7	36.7833137512207	20.445517871484036
scaffold4	4024278	PC7	35.2907485961914	19.679539928898503
scaffold4	4024334	PC7	36.3833503723145	20.2403343070827
scaffold4	4024685	PC7	27.0083408355713	15.412133817619067
scaffold4	4024738	PC7	37.6325187683105	20.8809882864585
scaffold4	4025254	PC7	33.6315498352051	18.82709187687736
scaffold4	4025500	PC7	35.8544578552246	19.968924843728267
scaffold4	4025700	PC7	30.8573818206787	17.39929591201728
scaffold4	4025852	PC7	25.0361156463623	14.390582151625619
scaffold4	4025901	PC7	34.2589797973633	19.1495707884285
scaffold4	4026605	PC7	41.4517059326172	22.836726461541588
scaffold4	4026934	PC7	34.1115531921387	19.07381205544356
scaffold4	4027080	PC7	39.3327941894531	21.7521984456954
scaffold4	4027561	PC7	33.2411956787109	18.626383500850388
scaffold4	4027670	PC7	32.317081451416	18.15098155968606
scaffold4	4028356	PC7	33.5616989135742	18.791181135501194
scaffold4	4028372	PC7	36.8976936340332	20.50418551402813
scaffold4	4032725	PC7	25.1861572265625	14.468389660682815
scaffold4	4034370	PC7	39.8964195251465	22.040804297128552
scaffold4	4034493	PC7	39.1153869628906	21.640849621313023
scaffold4	4038194	PC7	29.0721950531006	16.478626297144526
scaffold4	4043279	PC7	25.6704406738281	14.719420823003476
scaffold4	4046910	PC7	25.4646301269531	14.612757129199434
scaffold4	4049539	PC7	26.5082302093506	15.153328242790458
scaffold4	4049590	PC7	35.2045555114746	19.635281882473045
scaffold4	4049621	PC7	28.5538597106934	16.21100078710019
scaffold4	4050569	PC7	26.6992511749268	15.252199152918159
scaffold4	4051223	PC7	42.0895576477051	23.16296037951604
scaffold4	4051679	PC7	31.421459197998	17.689886598742692
scaffold4	4052115	PC7	27.6902103424072	15.76475623364633
scaffold4	4052861	PC7	29.3122310638428	16.602512867551276
scaffold4	4052893	PC7	25.1737632751465	14.461963083708829
scaffold4	4053219	PC7	38.6511535644531	21.403036900172175
scaffold4	4053333	PC7	31.2271957397461	17.589826189168775
scaffold4	4055556	PC7	39.3089218139648	21.739972409408455
scaffold4	4055581	PC7	41.3672294616699	22.793512641771002
scaffold4	4055585	PC7	40.2775459289551	22.235909413122222
scaffold4	4056582	PC7	39.9386520385742	22.062425870811364
scaffold4	4056614	PC7	37.133056640625	20.6248939312071
scaffold4	4058873	PC7	26.2648582458496	15.027327712117225
scaffold4	4058916	PC7	26.7297992706299	15.268008500530986
scaffold4	4059182	PC7	30.0878372192383	17.00261440168333
